-0.006096 0.658691 -1.498525 -1.789687 2.478368 -1.685841 -1.762783
0.063717 0.606331 -1.219273 -1.911860 2.548181 -1.720747 -2.059489
-0.145723 1.060117 -1.219273 -1.859501 2.216568 -1.284415 -2.007129
-0.128270 0.955397 -1.254179 -1.911860 2.303835 -1.406588 -2.042035
-0.145723 0.745957 -1.393806 -1.964220 2.460914 -1.598574 -1.954769
-0.110816 0.728504 -1.289086 -2.016580 2.495821 -1.616028 -2.059489
-0.075910 0.658691 -1.219273 -2.051487 2.548181 -1.668387 -2.129302
-0.232989 1.112477 -1.219273 -1.911860 2.234021 -1.214602 -2.059489
-0.215536 1.007757 -1.254179 -1.964220 2.321288 -1.336775 -2.076942
-0.198083 0.937944 -1.219273 -2.016580 2.391101 -1.424041 -2.146755
-0.163176 0.815771 -1.219273 -2.068940 2.478368 -1.528761 -2.164208
-0.163176 0.693598 -1.219273 -2.103847 2.565634 -1.633481 -2.164208
-0.320256 1.164836 -1.219273 -1.946767 2.251475 -1.144789 -2.111848
-0.320256 1.025210 -1.289086 -1.999127 2.338741 -1.301868 -2.111848
-0.267896 0.972850 -1.219273 -2.068940 2.408554 -1.371681 -2.181662
-0.250443 0.850677 -1.219273 -2.121300 2.495821 -1.476401 -2.199115
-0.302802 0.257265 -1.219273 -0.515597 -0.418879 -1.389135 1.518436
-0.320256 0.222359 -1.149459 -0.567957 -0.471239 -1.371681 1.605703
-0.355162 0.414345 -1.289086 -0.602864 -0.418879 -1.354228 1.378810
-0.372616 0.396892 -1.184366 -0.690130 -0.523599 -1.319322 1.483530
-0.390069 0.361985 -1.184366 -0.742490 -0.523599 -1.284415 1.553343
-0.407522 0.327078 -1.184366 -0.794850 -0.506145 -1.249508 1.605703
-0.407522 0.292172 -1.114553 -0.829756 -0.558505 -1.249508 1.692969
-0.459882 0.449251 -1.323992 -0.829756 -0.453786 -1.214602 1.431170
-0.477335 0.449251 -1.254179 -0.899570 -0.523599 -1.197149 1.518436
-0.477335 0.414345 -1.219273 -0.951929 -0.541052 -1.179695 1.605703
-0.494789 0.361985 -1.219273 -1.004289 -0.523599 -1.144789 1.658063
-0.494789 0.309625 -1.219273 -1.021743 -0.506145 -1.127335 1.710423
-0.529695 0.553971 -1.219273 -1.021743 -0.645772 -1.162242 1.553343
-0.529695 0.536518 -1.149459 -1.091556 -0.698132 -1.144789 1.640609
-0.547149 0.466705 -1.219273 -1.126462 -0.610865 -1.092429 1.675516
-0.547149 0.414345 -1.219273 -1.178822 -0.593412 -1.074975 1.727876
-0.564602 0.344532 -1.219273 -1.196275 -0.558505 -1.040069 1.780236
-0.582055 0.623784 -1.219273 -1.178822 -0.715585 -1.109882 1.623156
-0.599508 0.571425 -1.219273 -1.248635 -0.715585 -1.074975 1.692969
-0.599508 0.519065 -1.219273 -1.283542 -0.680678 -1.040069 1.745329
-0.616962 0.449251 -1.219273 -1.318449 -0.663225 -1.005162 1.797689
-0.616962 0.396892 -1.219273 -1.353355 -0.628319 -0.970256 1.850049
0.081170 -0.179067 -1.184366 -0.515597 -1.832596 -1.912734 2.932153
-0.006096 -0.179067 -1.219273 -0.585410 -1.762783 -1.912734 2.949606
0.220796 -0.196520 -1.219273 -0.498144 -1.797689 -1.895280 3.071779
0.063717 -0.179067 -1.219273 -0.707583 -1.727876 -1.930187 3.124139
-0.006096 -0.161614 -1.219273 -0.777396 -1.710423 -1.930187 3.124139
-0.075910 -0.161614 -1.219273 -0.829756 -1.692969 -1.930187 3.124139
0.150983 -0.161614 -1.219273 -0.759943 -1.710423 -1.930187 -3.019420
-0.006096 -0.161614 -1.219273 -0.917023 -1.658063 -1.947640 -3.001966
-0.075910 -0.161614 -1.219273 -0.969383 -1.640609 -1.947640 -3.001966
-0.128270 -0.161614 -1.219273 -1.021743 -1.623156 -1.947640 -3.019420
0.098623 -0.161614 -1.219273 -0.934476 -1.658063 -1.947640 -2.879793
-0.041003 -0.161614 -1.219273 -1.091556 -1.605703 -1.947640 -2.862340
-0.110816 -0.161614 -1.219273 -1.143916 -1.570796 -1.947640 -2.879793
-0.180629 -0.161614 -1.219273 -1.178822 -1.553343 -1.947640 -2.897247
